github_pr,merged,state,draft,base,head,head_sha,commits,title,url,lineage_role
312,false,closed,true,agent/pr134-validate-optional-metadata,agent/pr134-reject-noncanonical-whitespace,f674496a03a688d11716f7ddbbbe0ec62d5d7b91,1,PR-134: Reject noncanonical contract whitespace,https://github.com/cosmosapjw-quantum/htt_base/pull/312,failed_or_nonaccepting_publication_attempt
313,false,closed,true,agent/pr134-reject-noncanonical-whitespace,agent/pr134-reject-duplicate-contracts,167606f09d8f49dbfa9c2ccaceefa51d8ce40fae,1,PR-134: Reject duplicate representative contracts,https://github.com/cosmosapjw-quantum/htt_base/pull/313,failed_or_nonaccepting_publication_attempt
314,false,closed,true,agent/pr134-reject-duplicate-contracts,agent/pr134-bind-required-fields,bf69a9fd81a280df791e905d123923b6732b268d,1,PR-134: Bind required fields to production,https://github.com/cosmosapjw-quantum/htt_base/pull/314,failed_or_nonaccepting_publication_attempt
315,false,closed,true,agent/pr134-bind-required-fields,agent/pr134-bind-generative-branches,40e84137dcca8647ca01bd94da998889c4e75086,1,PR-134: Bind generative branches to production,https://github.com/cosmosapjw-quantum/htt_base/pull/315,failed_or_nonaccepting_publication_attempt
316,false,closed,true,agent/pr134-bind-generative-branches,agent/pr134-enforce-representative-set,540ebd4a0feb286101ca33c70f3fbc14b606882f,1,PR-134: Enforce representative contract set,https://github.com/cosmosapjw-quantum/htt_base/pull/316,failed_or_nonaccepting_publication_attempt
317,false,closed,true,agent/pr133-validate-boost-removed-flag,agent/pr133-freeze-equivalence-edges,6cbba3c4204ffcde471b55bca8b94093ecdb0d80,1,PR-133: Freeze equivalence edge registry,https://github.com/cosmosapjw-quantum/htt_base/pull/317,failed_or_nonaccepting_publication_attempt
318,false,closed,true,agent/pr133-freeze-equivalence-edges,agent/pr133-truncate-ladder-evidence,340a16019da5bdb1e9a62937d53577c61b3f1e5a,1,PR-133: Truncate ladder evidence at gaps,https://github.com/cosmosapjw-quantum/htt_base/pull/318,failed_or_nonaccepting_publication_attempt
319,false,closed,true,agent/pr133-truncate-ladder-evidence,agent/pr133-validate-collinear-axes,58a9d099d517f8e1a3e4bbd2ad468f49753e3692,1,PR-133: Validate collinear response axes,https://github.com/cosmosapjw-quantum/htt_base/pull/319,failed_or_nonaccepting_publication_attempt
320,false,closed,true,agent/pr133-validate-collinear-axes,agent/pr133-validate-aligned-exception,fab47919981a06cf81f34e8fd1cdaf1eec2eed96,1,PR-133: Validate aligned exception payloads,https://github.com/cosmosapjw-quantum/htt_base/pull/320,failed_or_nonaccepting_publication_attempt
321,false,closed,true,agent/pr133-validate-aligned-exception,agent/pr133-reject-boolean-quantities,1c7e14b87eebdecda2c7ba0f1240847e5b74585d,1,PR-133: Reject boolean quantity values,https://github.com/cosmosapjw-quantum/htt_base/pull/321,failed_or_nonaccepting_publication_attempt
322,false,closed,true,agent/pr133-reject-boolean-quantities,agent/pr133-validate-provenance-type,f8260307a2709e8249aae2b9287d0de676b3352f,1,PR-133: Validate provenance string type,https://github.com/cosmosapjw-quantum/htt_base/pull/322,failed_or_nonaccepting_publication_attempt
323,false,closed,true,agent/pr133-validate-provenance-type,agent/pr133-validate-beta-order-type,1e55ae4832250a9fdcc2b8fd2d30459b3cebb14e,1,PR-133: Validate beta order type,https://github.com/cosmosapjw-quantum/htt_base/pull/323,failed_or_nonaccepting_publication_attempt
324,false,closed,true,agent/pr133-validate-beta-order-type,agent/pr133-enforce-type-registry-set,796f1d24d0cedaa92552e65d5d9a990b49416051,1,PR-133: Enforce typed quantity registry set,https://github.com/cosmosapjw-quantum/htt_base/pull/324,failed_or_nonaccepting_publication_attempt
325,false,closed,true,agent/pr133-enforce-type-registry-set,agent/pr133-bind-boost-order-labels,97a548b786db46c883e4fe69789728ae21cbad6a,1,PR-133: Bind boost labels to derivation,https://github.com/cosmosapjw-quantum/htt_base/pull/325,failed_or_nonaccepting_publication_attempt
326,false,closed,true,agent/pr133-bind-boost-order-labels,agent/pr133-bind-deprojection-formula,df6bf14e835e20c00a6f6913c010deeb85a8169a,1,PR-133: Bind deprojection formula,https://github.com/cosmosapjw-quantum/htt_base/pull/326,failed_or_nonaccepting_publication_attempt
327,false,closed,true,agent/pr133-bind-deprojection-formula,agent/pr133-bind-analytic-rank,b23e6bedb5c9e1558524a45eb594a99fc702b275,1,PR-133: Bind analytic rank to response map,https://github.com/cosmosapjw-quantum/htt_base/pull/327,failed_or_nonaccepting_publication_attempt
328,false,closed,true,agent/pr132-enforce-report-domain,agent/pr132-reject-noop-domain-renames,4640ba0fb212aa5f6cfee9ccd64e9309de40e9f1,1,PR-132: Reject no-op domain renames,https://github.com/cosmosapjw-quantum/htt_base/pull/328,failed_or_nonaccepting_publication_attempt
329,false,closed,true,agent/pr132-reject-noop-domain-renames,agent/pr132-reject-reversed-proof-boxes,35bf3ccd4b1be0caa3533219acf45e4094096e82,1,PR-132: Reject reversed proof boxes,https://github.com/cosmosapjw-quantum/htt_base/pull/329,failed_or_nonaccepting_publication_attempt
330,false,closed,true,agent/pr132-reject-reversed-proof-boxes,agent/pr132-validate-budget-component-types,2f1f9ee61324472192087bb376f6eff055a5e388,1,PR-132: Validate budget component types,https://github.com/cosmosapjw-quantum/htt_base/pull/330,failed_or_nonaccepting_publication_attempt
331,false,closed,true,agent/pr132-validate-budget-component-types,agent/pr132-enforce-unquantified-model-form,3cadea65c26ee3e77c8f55b8dd261e42802224c3,1,PR-132: Preserve unquantified model form,https://github.com/cosmosapjw-quantum/htt_base/pull/331,failed_or_nonaccepting_publication_attempt
332,false,closed,true,agent/pr132-enforce-unquantified-model-form,agent/pr132-reject-boolean-domain-values,95abbacd06517ab6b4a3d191546a84e0e7403bb1,1,PR-132: Reject boolean domain values,https://github.com/cosmosapjw-quantum/htt_base/pull/332,failed_or_nonaccepting_publication_attempt
333,false,closed,true,agent/pr131-reject-empty-fd-probes,agent/pr131-reject-nonpositive-fd-probes,2b9ad331229c4a4fa819cb77e25538397f41c049,1,PR-131: Reject nonpositive finite-difference probes,https://github.com/cosmosapjw-quantum/htt_base/pull/333,failed_or_nonaccepting_publication_attempt
334,false,closed,true,agent/pr131-reject-nonpositive-fd-probes,agent/pr131-require-positive-fd-seed,708587715b224ba3d5afce0c0f805d43f3460e0c,1,PR-131: Require a positive finite-difference seed,https://github.com/cosmosapjw-quantum/htt_base/pull/334,failed_or_nonaccepting_publication_attempt
335,false,closed,true,agent/pr130-scale-fractional-sky-tail,agent/pr130-revalidate-factorization-records,7544317de959def62b4a6ba372f6cff42f42a411,1,PR-130: Revalidate factorization records on claim use,https://github.com/cosmosapjw-quantum/htt_base/pull/335,failed_or_nonaccepting_publication_attempt
336,false,closed,true,agent/pr129-reject-undersized-mc,agent/pr129-bind-mc-to-estimator-structure,cb76dca70dacfefc1b3ac74b968e81a28e8eb5c0,1,PR-129: Bind Monte Carlo to estimator structure,https://github.com/cosmosapjw-quantum/htt_base/pull/336,failed_or_nonaccepting_publication_attempt
337,false,closed,true,agent/pr128-reject-numeric-placeholder-alias,agent/pr128-validate-consensus-endpoints,fdc95383b09a23e78188fc31b70fd9e63bcd611d,1,PR-128: Validate consensus bracket endpoints,https://github.com/cosmosapjw-quantum/htt_base/pull/337,failed_or_nonaccepting_publication_attempt
338,false,closed,true,research/pr04-multicomponent,agent/pr127-decouple-maintained-source-hash,b36d3ff8920662225c4eba814c8a8af2915d8ee3,1,PR-127: Decouple maintained source hash from frozen evidence,https://github.com/cosmosapjw-quantum/htt_base/pull/338,failed_or_nonaccepting_publication_attempt
339,false,closed,true,agent/pr127-decouple-maintained-source-hash,agent/pr127-reject-boolean-physical-inputs,315de9c216f52247136a9b6b5f3f56f1367080df,1,PR-127: Reject boolean physical inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/339,failed_or_nonaccepting_publication_attempt
340,false,closed,true,agent/pr126-reject-extra-forward-premises,agent/pr126-bind-registered-forward-theorem,54ad3e6ff5f9309085124a9f6c0954f714f8f80a,1,PR-126: Bind claims to the registered forward theorem,https://github.com/cosmosapjw-quantum/htt_base/pull/340,failed_or_nonaccepting_publication_attempt
341,false,closed,true,agent/pr125-review-homogeneous-backgrounds,agent/pr125-preserve-reproduction-boolean-type,0793041779a5f0172a6005e8a20ecafc34153163,1,PR-125: Preserve reproduction mode type on load,https://github.com/cosmosapjw-quantum/htt_base/pull/341,failed_or_nonaccepting_publication_attempt
342,false,closed,true,agent/pr124-block-historical-cas-authority,agent/pr124-reject-malformed-d2-values,2fdabc86f4ac3e9722e10564fa380a55362d169f,1,PR-124: Reject malformed D2 receipt values,https://github.com/cosmosapjw-quantum/htt_base/pull/342,failed_or_nonaccepting_publication_attempt
343,false,closed,true,agent/pr124-reject-malformed-d2-values,agent/pr124-use-invoking-python,5f6a4da99cd601783db9ae78f18a2103732bc9a5,1,PR-124: Use the invoking Python for child checks,https://github.com/cosmosapjw-quantum/htt_base/pull/343,failed_or_nonaccepting_publication_attempt
344,false,closed,true,agent/pr123-decouple-historical-source-hashes,agent/pr123-bind-consumer-inventory,768c8de34991e1516eef45d6e38758ca2d1d4ea6,1,PR-123: Bind K6 consumer verdicts to inventory,https://github.com/cosmosapjw-quantum/htt_base/pull/344,failed_or_nonaccepting_publication_attempt
345,false,closed,true,agent/pr123-bind-consumer-inventory,agent/pr122-reject-evidence-path-aliases,ef7580c4a81a89d0224179b457008807f6b73c3f,1,PR-122: Reject evidence path aliases,https://github.com/cosmosapjw-quantum/htt_base/pull/345,failed_or_nonaccepting_publication_attempt
346,false,closed,true,agent/fix-clean-wheel-receipt-coupling,agent/pr121-reject-archive-path-aliases,c507b9771ce70b2ab04faad92766a4c074fb8de2,1,PR-121: Reject archive path aliases,https://github.com/cosmosapjw-quantum/htt_base/pull/346,failed_or_nonaccepting_publication_attempt
347,false,closed,true,agent/pr120-decouple-active-scan-from-local-archive,agent/pr120-bind-figure-output-path,6fbfe7c65e5c88d211511ae7c8ed201171fe97e6,1,PR-120 follow-up: bind figure quarantine identity to output path,https://github.com/cosmosapjw-quantum/htt_base/pull/347,failed_or_nonaccepting_publication_attempt
348,false,closed,true,agent/pr120-bind-figure-output-path,agent/pr121-scope-root-ownership-check,83069e75cceddb88352bce2f5df0deb7071d42b8,1,PR-121 follow-up: scope root ownership freeze to production modules,https://github.com/cosmosapjw-quantum/htt_base/pull/348,failed_or_nonaccepting_publication_attempt
349,false,closed,true,agent/pr119-decouple-intake-snapshot,agent/pr119-bind-receipt-pointer,35d8c130b88c586a1d899d6585a1047894411bd8,1,PR-119 follow-up: bind process receipt pointers to owning PR,https://github.com/cosmosapjw-quantum/htt_base/pull/349,failed_or_nonaccepting_publication_attempt
350,false,closed,true,agent/pr118-validate-frozen-seal-tree,agent/pr118-contain-sealed-input-paths,a1972debade8b730244f4b2c5699554365e38bb5,1,PR-118: contain sealed input paths,https://github.com/cosmosapjw-quantum/htt_base/pull/350,failed_or_nonaccepting_publication_attempt
351,false,closed,true,agent/pr118-contain-sealed-input-paths,agent/pr117-bind-receipt-outcomes,7910b242dce52daa4cb93dd0e17f45a6e9fce68f,1,PR-117: bind execution receipt outcomes,https://github.com/cosmosapjw-quantum/htt_base/pull/351,failed_or_nonaccepting_publication_attempt
352,false,closed,true,agent/pr116-bind-receipt-root-hashes,agent/pr116-bind-receipt-input-hashes,d38bdc4f48b1c95c42b10bebda24dc1730654983,1,PR-116: bind receipt input hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/352,failed_or_nonaccepting_publication_attempt
353,false,closed,true,agent/pr116-bind-receipt-input-hashes,agent/pr115-reject-empty-claim-set,0243227d8df113aac20cb3c48274ff33a3f457e4,1,PR-115: reject empty public claim sets,https://github.com/cosmosapjw-quantum/htt_base/pull/353,failed_or_nonaccepting_publication_attempt
354,false,closed,true,agent/pr115-reject-empty-claim-set,agent/pr114-canonicalize-archive-paths,ee004e9dc45739234c01c141f090ab149c8399ee,1,PR-114: reject noncanonical audit archive paths,https://github.com/cosmosapjw-quantum/htt_base/pull/354,failed_or_nonaccepting_publication_attempt
355,false,closed,true,agent/pr112-use-active-python,agent/pr111-detect-staged-worktree-state,eb37b31284101a85beaac7f35e3ae50c0fbe445f,1,PR-111: detect staged result-pack worktrees,https://github.com/cosmosapjw-quantum/htt_base/pull/355,failed_or_nonaccepting_publication_attempt
356,false,closed,true,agent/pr111-detect-staged-worktree-state,agent/pr110-reuse-stored-worktree-state,c9d0b8a99d3a17e719a10f75f8e6847cc5e8bdc0,1,PR-110: stabilize repo-local result-pack checks,https://github.com/cosmosapjw-quantum/htt_base/pull/356,failed_or_nonaccepting_publication_attempt
357,false,closed,true,agent/pr100-101-reject-invalid-cone-widths,agent/pr100-reject-invalid-isotropy-pvalues,126921d0e74e2144ac0259663de21ca8f94d73fc,1,PR-100: reject invalid isotropy p-values,https://github.com/cosmosapjw-quantum/htt_base/pull/357,failed_or_nonaccepting_publication_attempt
358,false,closed,true,agent/pr052-review-normalized-score,agent/pr031-block-hard-failure-ceiling,c374039193d7311192aaaba750e6f6679d3d22ef,1,PR-031: block hard-failure semantic ceilings,https://github.com/cosmosapjw-quantum/htt_base/pull/358,failed_or_nonaccepting_publication_attempt
359,true,closed,false,research/pr04-multicomponent,changeset/pr247-publication-integrity-p0,b97e68d604152a5ac1807b14c178bfdc7b3cf0f6,1,PR-247: enforce change-set publication integrity,https://github.com/cosmosapjw-quantum/htt_base/pull/359,accepted_target_history
360,true,closed,false,research/pr04-multicomponent,changeset/pr248-252-stat-foundations,3b0e849b7008b085a2322099b2ba438b0a0d932b,32,Changeset/pr248 252 stat foundations,https://github.com/cosmosapjw-quantum/htt_base/pull/360,accepted_target_history
361,true,closed,false,research/pr04-multicomponent,changeset/pr253-premise-anchor,c998f2ceacfeb4154b06e062fbeee4fcadac9dd8,8,Changeset/pr253 premise anchor,https://github.com/cosmosapjw-quantum/htt_base/pull/361,accepted_target_history
362,true,closed,false,research/pr04-multicomponent,changeset/pr254-normalizer-anchor,8aa8d7357e9dce80e54b0b0197fe71365a771f02,1,PR-254: add typed anchor geometry benchmark,https://github.com/cosmosapjw-quantum/htt_base/pull/362,accepted_target_history
363,true,closed,false,research/pr04-multicomponent,changeset/pr255-anchored-response-geometry,d70ad4c7f30bf953f036319e2262ef151862fde1,1,PR-255: add anchored response geometry diagnostics,https://github.com/cosmosapjw-quantum/htt_base/pull/363,accepted_target_history
364,true,closed,false,research/pr04-multicomponent,changeset/pr256-local-global-velocity,5867fae35b43321e66dfc8ab8ad5567e467b9142,1,PR-256: separate local and global velocity responses,https://github.com/cosmosapjw-quantum/htt_base/pull/364,accepted_target_history
365,true,closed,false,research/pr04-multicomponent,changeset/pr257-low-ell-morphology,b7768dabf1daef4a7151203dc2d12ba85f4524ea,2,PR-257: add matched low-ell morphology benchmark,https://github.com/cosmosapjw-quantum/htt_base/pull/365,accepted_target_history
366,true,closed,false,research/pr04-multicomponent,changeset/pr258-open-set-integration,926ae2de5039b9ff2488b61317615fa67858bc73,1,PR-258: add open-set response integration,https://github.com/cosmosapjw-quantum/htt_base/pull/366,accepted_target_history
367,true,closed,false,research/pr04-multicomponent,changeset/pr275-proof-atlas-report-v2,6bafca66285ef071081453313bb7d2d6b261599c,94,Changeset/pr275 proof atlas report v2,https://github.com/cosmosapjw-quantum/htt_base/pull/367,accepted_target_history

